id,RA_C,DEC_C,RA_M,DEC_M,DIF,MAG_R,MAG_V,MAG_B,MAG_err,CMAG_R,CMAG_V,CMAG_B,DATETIME,IMGNAME
643-094163,305.97948680000002,38.485575900000001,305.97932743732434,38.485488161407567,0.54900000000000004,---,---,12.299637498738058,0.00022284649133532633,---,---,12.270999908447266,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094143,305.96252529999998,38.492860899999997,305.96249259212249,38.492696059810392,0.60099999999999998,---,---,9.0272962059542472,0.00028419591390806316,---,---,9.369999885559082,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094180,305.9956353,38.560020000000002,305.99548080648213,38.560044390546707,0.44400000000000001,---,---,10.96434894519969,0.00018138090768648609,---,---,10.866999626159668,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094185,305.99860740000003,38.502648100000002,305.99811356936226,38.50236906609053,1.716,---,---,12.434796399903632,0.0002689374201579313,---,---,12.293999671936035,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
nan,nan,nan,305.99934833282845,38.502899629915973,nan,---,---,14.305208552793237,0.00057323955300992064,---,---,nan,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094279,306.13654450000001,38.510809799999997,306.13658077646869,38.510864350894671,0.221,---,---,10.895423589434866,0.0013162812854441521,---,---,10.772000312805176,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
nan,nan,nan,305.99865692000532,38.502924037631296,nan,---,---,12.401868293578815,0.00025892256689551477,---,---,nan,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094184,305.99809269999997,38.530006200000003,305.99804998336214,38.529983964597882,0.14499999999999999,---,---,10.982806700870531,0.00053955653099366837,---,---,10.986000061035156,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094015,305.84486529999998,38.551489799999999,305.84473798888001,38.551364984411414,0.57499999999999996,---,---,11.958810653114616,0.0002681545899210977,---,---,11.96399974822998,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
643-094197,306.01940889999997,38.5381334,306.01937297184776,38.538149700470449,0.11700000000000001,---,---,9.7520544096159298,0.00026315617781568786,---,---,9.8629999160766602,2018-06-25 02:20:18.097000,M 29_Light_B_20180625_00000207.fits
